,City,Suburb,Sales Q3 2019,"Median
3Q 2019",Sales Q4 2019,Median Q4 2019,Sales Q1 2020,Median Q1 2020,Sales Q2 2020,Median Q2 2020
326,PORT ADELAIDE ENFIELD,FERRYDEN PARK,9.0,390000.0,8.0,430000.0,12.0,450000.0,7.0,440000.0
328,PORT ADELAIDE ENFIELD,GILLES PLAINS,16.0,404000.0,20.0,438500.0,7.0,415000.0,10.0,421000.0
330,PORT ADELAIDE ENFIELD,GLANVILLE,1.0,385000.0,2.0,407000.0,1.0,447000.0,2.0,395000.0
331,PORT ADELAIDE ENFIELD,GREENACRES,10.0,450000.0,15.0,482000.0,9.0,450000.0,10.0,481250.0
332,PORT ADELAIDE ENFIELD,HAMPSTEAD GARDENS,5.0,510000.0,6.0,540500.0,5.0,570750.0,3.0,410000.0
333,PORT ADELAIDE ENFIELD,HILLCREST,15.0,435300.0,9.0,515750.0,14.0,455000.0,15.0,460000.0
334,PORT ADELAIDE ENFIELD,HOLDEN HILL,13.0,450000.0,11.0,457500.0,6.0,412000.0,14.0,425000.0
335,PORT ADELAIDE ENFIELD,KILBURN,4.0,445000.0,14.0,455000.0,6.0,474000.0,4.0,400000.0
336,PORT ADELAIDE ENFIELD,KLEMZIG,18.0,530000.0,21.0,573000.0,17.0,546500.0,17.0,575000.0
337,PORT ADELAIDE ENFIELD,LARGS BAY,14.0,602500.0,24.0,555000.0,14.0,548800.0,12.0,632500.0
338,PORT ADELAIDE ENFIELD,LARGS NORTH,21.0,416250.0,17.0,450000.0,18.0,440000.0,18.0,531250.0
339,PORT ADELAIDE ENFIELD,LIGHTSVIEW,23.0,497500.0,26.0,452000.0,27.0,447750.0,21.0,455000.0
340,PORT ADELAIDE ENFIELD,MANNINGHAM,2.0,735000.0,4.0,647500.0,5.0,613500.0,5.0,535000.0
341,PORT ADELAIDE ENFIELD,MANSFIELD PARK,12.0,414000.0,7.0,440000.0,8.0,440000.0,7.0,440250.0
343,PORT ADELAIDE ENFIELD,NORTH HAVEN,16.0,487500.0,16.0,492100.0,11.0,440500.0,13.0,465000.0
344,PORT ADELAIDE ENFIELD,NORTHFIELD,9.0,432500.0,12.0,455000.0,16.0,447500.0,19.0,460000.0
345,PORT ADELAIDE ENFIELD,NORTHGATE,8.0,545000.0,11.0,582000.0,8.0,562750.0,9.0,621250.0
346,PORT ADELAIDE ENFIELD,OAKDEN,8.0,461100.0,12.0,432500.0,11.0,465000.0,6.0,526000.0
347,PORT ADELAIDE ENFIELD,OSBORNE,4.0,392500.0,9.0,397300.0,8.0,407500.0,6.0,443500.0
348,PORT ADELAIDE ENFIELD,OTTOWAY,6.0,350000.0,6.0,347500.0,6.0,375000.0,10.0,376500.0
351,PORT ADELAIDE ENFIELD,PETERHEAD,2.0,255000.0,6.0,412500.0,2.0,550500.0,2.0,450000.0
353,PORT ADELAIDE ENFIELD,PROSPECT,35.0,654500.0,38.0,760000.0,40.0,760000.0,33.0,710000.0
354,PORT ADELAIDE ENFIELD,QUEENSTOWN,7.0,404250.0,6.0,405500.0,3.0,495000.0,4.0,480000.0
356,PORT ADELAIDE ENFIELD,ROSEWATER,16.0,385750.0,15.0,461000.0,12.0,393000.0,8.0,481750.0
357,PORT ADELAIDE ENFIELD,SEFTON PARK,4.0,693000.0,4.0,655500.0,4.0,571000.0,7.0,625000.0
358,PORT ADELAIDE ENFIELD,SEMAPHORE,8.0,664950.0,8.0,612500.0,6.0,695000.0,5.0,780000.0
359,PORT ADELAIDE ENFIELD,SEMAPHORE SOUTH,4.0,595500.0,4.0,922500.0,2.0,1085000.0,2.0,830000.0
360,PORT ADELAIDE ENFIELD,TAPEROO,10.0,386500.0,9.0,395000.0,8.0,439500.0,11.0,391000.0
361,PORT ADELAIDE ENFIELD,VALLEY VIEW,23.0,375000.0,24.0,442250.0,29.0,386000.0,18.0,415250.0
362,PORT ADELAIDE ENFIELD,WALKLEY HEIGHTS,8.0,592500.0,6.0,561250.0,10.0,455000.0,8.0,605000.0
363,PORT ADELAIDE ENFIELD,WINDSOR GARDENS,22.0,497500.0,18.0,475000.0,17.0,480000.0,16.0,470000.0
365,PORT ADELAIDE ENFIELD,WOODVILLE GARDENS,5.0,415000.0,1.0,435000.0,1.0,275000.0,4.0,445386.5
366,PROSPECT,BROADVIEW,17.0,582000.0,14.0,520000.0,10.0,573050.0,10.0,590250.0
367,PROSPECT,COLLINSWOOD,5.0,895000.0,2.0,955000.0,5.0,826000.0,3.0,815000.0
370,PROSPECT,NAILSWORTH,6.0,727500.0,9.0,768500.0,3.0,778000.0,7.0,770000.0
372,PROSPECT,PROSPECT,35.0,654500.0,38.0,760000.0,40.0,760000.0,33.0,710000.0
373,PROSPECT,SEFTON PARK,4.0,693000.0,4.0,655500.0,4.0,571000.0,7.0,625000.0
376,SALISBURY,BRAHMA LODGE,10.0,291000.0,13.0,265000.0,8.0,282500.0,11.0,278750.0
377,SALISBURY,BURTON,16.0,324000.0,18.0,336250.0,28.0,353500.0,18.0,320000.0
379,SALISBURY,DIREK,10.0,309990.0,2.0,325000.0,2.0,375000.0,3.0,305000.0
382,SALISBURY,ELIZABETH VALE,10.0,270000.0,11.0,255000.0,10.0,264000.0,10.0,238000.0
385,SALISBURY,GULFVIEW HEIGHTS,11.0,551000.0,12.0,573250.0,10.0,572500.0,10.0,448750.0
386,SALISBURY,INGLE FARM,41.0,342500.0,45.0,350000.0,43.0,372000.0,30.0,355000.0
387,SALISBURY,MAWSON LAKES,38.0,525000.0,46.0,435000.0,39.0,500000.0,44.0,485000.0
388,SALISBURY,MODBURY HEIGHTS,24.0,427500.0,25.0,425250.0,28.0,415100.0,25.0,436500.0
389,SALISBURY,PARA HILLS,30.0,333500.0,31.0,333000.0,25.0,344500.0,29.0,326000.0
390,SALISBURY,PARA HILLS WEST,10.0,349000.0,9.0,345000.0,8.0,333000.0,6.0,341250.0
391,SALISBURY,PARA VISTA,7.0,365000.0,7.0,387500.0,9.0,375000.0,12.0,369000.0
392,SALISBURY,PARAFIELD GARDENS,38.0,329000.0,46.0,330500.0,45.0,345500.0,44.0,350000.0
393,SALISBURY,PARALOWIE,40.0,318000.0,50.0,326500.0,42.0,315000.0,41.0,315000.0
394,SALISBURY,POORAKA,21.0,347750.0,24.0,385500.0,19.0,430000.0,18.0,350000.0
395,SALISBURY,SALISBURY,20.0,324161.5,24.0,339000.0,17.0,315000.0,7.0,300000.0
396,SALISBURY,SALISBURY DOWNS,15.0,320000.0,26.0,310000.0,15.0,302500.0,15.0,319000.0
397,SALISBURY,SALISBURY EAST,23.0,319250.0,23.0,315000.0,27.0,320000.0,19.0,309000.0
398,SALISBURY,SALISBURY HEIGHTS,20.0,395000.0,21.0,395000.0,15.0,414500.0,11.0,490000.0
399,SALISBURY,SALISBURY NORTH,16.0,275500.0,26.0,255000.0,28.0,290000.0,21.0,265000.0
400,SALISBURY,SALISBURY PARK,5.0,283250.0,3.0,314000.0,5.0,292500.0,7.0,324000.0
401,SALISBURY,SALISBURY PLAIN,1.0,362000.0,6.0,361000.0,5.0,351000.0,2.0,300000.0
404,SALISBURY,VALLEY VIEW,23.0,375000.0,24.0,442250.0,29.0,386000.0,18.0,415250.0
405,SALISBURY,WALKLEY HEIGHTS,8.0,592500.0,6.0,561250.0,10.0,455000.0,8.0,605000.0
407,TEA TREE GULLY,BANKSIA PARK,8.0,375000.0,13.0,473250.0,13.0,447500.0,6.0,402000.0
408,TEA TREE GULLY,DERNANCOURT,7.0,432000.0,11.0,480000.0,21.0,460250.0,7.0,520000.0
409,TEA TREE GULLY,FAIRVIEW PARK,10.0,370000.0,20.0,422000.0,17.0,420000.0,8.0,410000.0
410,TEA TREE GULLY,GILLES PLAINS,16.0,404000.0,20.0,438500.0,7.0,415000.0,10.0,421000.0
411,TEA TREE GULLY,GOLDEN GROVE,37.0,560000.0,53.0,482000.0,35.0,575000.0,30.0,487500.0
413,TEA TREE GULLY,GREENWITH,31.0,540000.0,26.0,544500.0,22.0,457500.0,32.0,479500.0
414,TEA TREE GULLY,GULFVIEW HEIGHTS,11.0,551000.0,12.0,573250.0,10.0,572500.0,10.0,448750.0
415,TEA TREE GULLY,HIGHBURY,25.0,510000.0,26.0,540000.0,20.0,483000.0,31.0,522500.0
416,TEA TREE GULLY,HOLDEN HILL,13.0,450000.0,11.0,457500.0,6.0,412000.0,14.0,425000.0
417,TEA TREE GULLY,HOPE VALLEY,16.0,420000.0,24.0,410000.0,31.0,420000.0,23.0,389230.0
418,TEA TREE GULLY,MODBURY,17.0,405000.0,28.0,405000.0,16.0,403000.0,21.0,410500.0
419,TEA TREE GULLY,MODBURY HEIGHTS,24.0,427500.0,25.0,425250.0,28.0,415100.0,25.0,436500.0
420,TEA TREE GULLY,MODBURY NORTH,12.0,366500.0,24.0,364000.0,13.0,410000.0,20.0,400500.0
421,TEA TREE GULLY,REDWOOD PARK,13.0,375000.0,20.0,420000.0,25.0,435000.0,20.0,387000.0
422,TEA TREE GULLY,RIDGEHAVEN,17.0,390000.0,14.0,412000.0,13.0,400000.0,11.0,395000.0
423,TEA TREE GULLY,SALISBURY EAST,23.0,319250.0,23.0,315000.0,27.0,320000.0,19.0,309000.0
424,TEA TREE GULLY,SALISBURY HEIGHTS,20.0,395000.0,21.0,395000.0,15.0,414500.0,11.0,490000.0
425,TEA TREE GULLY,ST AGNES,16.0,417500.0,9.0,400000.0,13.0,428500.0,14.0,397500.0
426,TEA TREE GULLY,SURREY DOWNS,6.0,367500.0,12.0,424000.0,18.0,375850.0,16.0,410000.0
427,TEA TREE GULLY,TEA TREE GULLY,12.0,425000.0,17.0,392500.0,10.0,510000.0,8.0,500000.0
428,TEA TREE GULLY,VALLEY VIEW,23.0,375000.0,24.0,442250.0,29.0,386000.0,18.0,415250.0
429,TEA TREE GULLY,VISTA,3.0,478500.0,6.0,473000.0,1.0,385000.0,5.0,480000.0
430,TEA TREE GULLY,WYNN VALE,27.0,478400.0,21.0,395500.0,23.0,479450.0,17.0,478500.0
432,UNLEY,BLACK FOREST,2.0,601250.0,3.0,847500.0,3.0,770000.0,4.0,898000.0
433,UNLEY,CLARENCE PARK,9.0,750000.0,9.0,716250.0,5.0,780000.0,7.0,711500.0
434,UNLEY,EVERARD PARK,1.0,625000.0,3.0,955000.0,1.0,1250000.0,1.0,890000.0
436,UNLEY,FULLARTON,12.0,935000.0,6.0,950000.0,7.0,882000.0,3.0,726000.0
437,UNLEY,GOODWOOD,9.0,800000.0,3.0,945000.0,8.0,860000.0,8.0,940000.0
438,UNLEY,HIGHGATE,1.0,855000.0,7.0,893000.0,3.0,980000.0,1.0,1480000.0
439,UNLEY,HYDE PARK,5.0,2050000.0,4.0,2112500.0,7.0,900000.0,1.0,3300000.0
442,UNLEY,MALVERN,9.0,1147000.0,10.0,1212500.0,5.0,1415000.0,6.0,1235000.0
443,UNLEY,MILLSWOOD,6.0,631000.0,6.0,737000.0,6.0,976250.0,7.0,1075000.0
444,UNLEY,MYRTLE BANK,10.0,997500.0,8.0,956500.0,4.0,926850.0,5.0,910500.0
445,UNLEY,PARKSIDE,15.0,837500.0,10.0,920000.0,4.0,825000.0,7.0,1290000.0
446,UNLEY,UNLEY,3.0,1690000.0,8.0,980000.0,8.0,957500.0,9.0,1060000.0
447,UNLEY,UNLEY PARK,7.0,1186000.0,2.0,1655000.0,5.0,3450000.0,8.0,1240000.0
449,WALKERVILLE,GILBERTON,2.0,1115000.0,7.0,970000.0,3.0,1171500.0,1.0,970000.0
450,WALKERVILLE,MEDINDIE,3.0,1080000.0,3.0,1812500.0,2.0,1312500.0,4.0,1550000.0
451,WALKERVILLE,VALE PARK,10.0,660000.0,7.0,706000.0,5.0,874500.0,9.0,800000.0
452,WALKERVILLE,WALKERVILLE,2.0,851000.0,4.0,1180000.0,11.0,1135250.0,6.0,1231500.0
455,WEST TORRENS,BROOKLYN PARK,9.0,540000.0,7.0,530250.0,14.0,523000.0,8.0,548500.0
456,WEST TORRENS,CAMDEN PARK,10.0,597500.0,3.0,710000.0,11.0,588000.0,6.0,609500.0
457,WEST TORRENS,COWANDILLA,4.0,560000.0,3.0,550000.0,4.0,533500.0,2.0,570500.0
458,WEST TORRENS,FULHAM,6.0,795000.0,13.0,757000.0,9.0,758000.0,3.0,649000.0
459,WEST TORRENS,GLANDORE,3.0,552200.0,9.0,640700.0,10.0,688500.0,2.0,732500.0
460,WEST TORRENS,GLENELG NORTH,12.0,618000.0,18.0,821250.0,16.0,760000.0,14.0,700000.0
461,WEST TORRENS,HILTON,3.0,580000.0,2.0,585000.0,1.0,525000.0,5.0,520000.0
464,WEST TORRENS,KURRALTA PARK,2.0,550000.0,8.0,577500.0,10.0,557500.0,9.0,504000.0
465,WEST TORRENS,LOCKLEYS,20.0,650000.0,22.0,715000.0,12.0,633000.0,17.0,726500.0
466,WEST TORRENS,MARLESTON,2.0,610000.0,9.0,600000.0,4.0,570000.0,7.0,542750.5
467,WEST TORRENS,MILE END,11.0,830000.0,14.0,700000.0,10.0,700000.0,4.0,644500.0
469,WEST TORRENS,NETLEY,6.0,542500.0,6.0,521000.0,3.0,445000.0,3.0,530000.0
470,WEST TORRENS,NORTH PLYMPTON,6.0,452000.0,12.0,490000.0,16.0,554000.0,6.0,578000.0
471,WEST TORRENS,NOVAR GARDENS,9.0,646500.0,6.0,597500.0,7.0,710000.0,4.0,567000.0
472,WEST TORRENS,PLYMPTON,10.0,602500.0,13.0,575000.0,13.0,625000.0,13.0,635000.0
473,WEST TORRENS,RICHMOND,15.0,546000.0,7.0,580000.0,5.0,520000.0,8.0,577500.0
474,WEST TORRENS,THEBARTON,2.0,673500.0,2.0,752500.0,2.0,745000.0,2.0,795000.0
475,WEST TORRENS,TORRENSVILLE,6.0,651500.0,15.0,670000.0,10.0,653000.0,8.0,662000.0
476,WEST TORRENS,UNDERDALE,4.0,515000.0,7.0,601000.0,9.0,660000.0,6.0,630000.0
477,WEST TORRENS,WEST BEACH,13.0,780000.0,11.0,811000.0,15.0,872500.0,10.0,932500.0
